Event,Start Time,End Time,Duration (milliseconds)
Program Start,2025-02-24 14:38:26.987,,
Final Relaxation Start,2025-02-24 14:38:26.991,,
Final Relaxation End,2025-02-24 14:38:26.991,2025-02-24 14:41:29.505,0
