Event,Start Time,End Time,Duration (milliseconds)
Program Start,2025-02-24 14:30:39.343,,
Program Start,2025-02-25 00:49:55.949,,
First Relaxation Start,2025-02-25 00:49:55.953,,
First Relaxation End,2025-02-25 00:49:55.953,2025-02-25 00:49:58.610,2657
