Event,Start Time,End Time,Duration (milliseconds)
Program Start,2025-01-22 17:01:19.225,,
First Relaxation Start,2025-01-22 17:01:19.230,,
First Relaxation End,2025-01-22 17:01:19.230,2025-01-22 17:01:22.480,3249
StroopTest Start,2025-01-22 17:01:22.480,,
StroopTest End,2025-01-22 17:01:22.480,2025-01-22 17:11:35.950,613470
